Probe_Set_ID,DHF_102,DHF_111,DF_121,DHF_125,DHF_128,DF_129,DHF_145,DF_164,DHF_165,DF_171,ND_195,ND_199,DHF_206,ND_216,DHF_235,ND_237,ND_239,DF_243,ND_251,ND_269,DHF_277,DHF_307,DF_310,ND_317,DF_330,DF_331
217773_s_at,8.055570345,8.143546467,7.562473433,7.841296364,7.613127429,8.19877696,8.139002725,7.704000418,7.737659893,8.078564191,7.799507386,7.819113868,8.186993243,8.07056228,8.147490902,7.522075679,7.799958215,8.033561115,7.800326924,7.677215142,8.309922989,7.980263126,7.958996396,7.793174347,7.844279918,7.656762809
217774_s_at,8.256191998,8.31944932,7.520071942,7.852594594,7.616874229,8.473742746,8.216925586,7.795070239,8.064510682,8.322394113,7.827320643,8.000986449,8.524466675,8.060855753,8.248136583,7.900006552,8.226386242,8.083328609,7.440557636,8.238959674,8.361825104,8.237055919,8.115969078,8.141946862,8.034663437,7.9222248
217779_s_at,8.734833628,8.641832668,8.504695419,8.642732734,8.2063926,8.541768724,8.178891282,8.292823889,8.154471431,8.572003295,8.561248354,8.543757223,8.449021411,8.444536473,8.288107018,8.602783559,8.260932264,8.596244639,8.317326617,8.752249503,8.66776605,8.599933795,8.434919664,8.381488009,8.404964701,8.75490215
217783_s_at,8.618557734,8.661812881,8.563179428,8.044433768,8.105247127,8.048692432,8.221747728,8.733368521,7.901636483,8.018296139,9.312120486,8.569235205,8.361848466,8.52112545,8.009562459,8.709448577,7.997427726,7.901895546,8.745236718,8.546072151,8.123528187,7.990915463,7.82060008,8.292273063,8.261345647,8.423585561
217797_at,7.885329239,7.867603461,7.354682177,8.331802931,7.949232683,8.11414516,8.015360344,7.852944401,7.589184067,7.712309657,7.765441847,8.395838786,8.091351892,7.93422689,7.989153587,7.996485568,7.958087273,7.849947648,7.207341218,8.216466405,7.91139733,7.741837626,7.847567206,7.542054384,7.935909337,7.517412149
217801_at,8.544769447,8.571113033,8.568798437,9.007097482,8.79527937,8.739424327,8.387949735,8.873832135,8.348963871,8.510208858,8.510088009,8.974529427,8.621715356,8.678920808,8.575895968,8.813780494,8.502241977,8.520308334,9.119726149,8.84243113,8.538054082,8.340527609,8.329851053,8.299261037,8.731723757,8.273413165
217802_s_at,7.471363088,7.319798702,7.387709239,7.893273521,7.636414381,7.765017614,7.281936097,6.804947059,7.070129198,7.153755612,7.330732812,8.063661158,7.068938317,7.33752268,7.011304155,7.704406253,7.298242104,7.612534544,7.961160975,6.720461381,6.975694262,6.982120361,6.763538428,6.804725379,6.776392961,7.078510199
217803_at,7.655627359,7.648453761,7.116312972,7.308207845,7.146929647,7.774519576,7.636655629,6.930201468,7.298309774,7.962729111,6.966495774,6.694809553,7.88389857,7.581209826,7.618398507,6.860558844,7.429520843,7.806330005,6.65221766,7.308274845,7.965163556,7.929378526,7.796469243,7.430232755,7.154771595,7.594481892
217807_s_at,9.118926591,9.131026565,9.048656388,9.480039211,9.259616133,9.160067609,8.721667553,9.464269158,8.72230311,8.930269263,9.586335474,9.378055776,8.786151055,9.086329232,8.782783017,9.773071303,8.885399394,9.043813421,9.788794737,9.532655728,8.885897492,8.948183086,8.909924231,9.040856064,9.200835342,8.960146744
217823_s_at,7.8148438,7.53545686,7.084813006,8.270013062,8.180572944,7.038608087,7.932613379,6.945243723,7.578350055,7.847215513,7.237490588,6.644700776,8.401557848,7.521209691,7.723783589,6.387215963,7.664956488,7.910737337,6.484329845,7.203033428,8.358103669,7.714365064,8.034274521,6.766767586,7.168194615,6.638829535
217825_s_at,7.174417984,6.880795097,6.686983912,8.22654673,7.583094841,6.31209772,7.59261824,6.846624279,6.892032319,7.331125791,6.881000542,6.37331979,7.651643101,6.818596143,7.10889859,6.34159311,7.028467354,7.222639009,6.018593214,6.934883946,7.585128705,7.083723362,7.365812837,6.064250217,6.461780628,6.162472344
217834_s_at,6.42923549,6.785135565,6.411325535,7.915713199,7.478904303,6.933423026,6.91582265,6.352803597,6.718288254,7.151877237,5.81978615,7.114932037,7.488069651,6.771477261,7.237418674,5.561450566,6.961675121,7.176330982,5.685618504,6.67215952,6.901837805,6.795034409,6.818924065,5.833640462,6.723592027,5.997695097
217835_x_at,8.47290687,8.513245409,8.745061563,8.630646869,8.236817694,8.60203054,8.391516583,8.87860888,8.305039035,8.739120003,8.552251407,8.615843242,8.869580959,8.709002926,8.579397741,8.266472872,8.339883056,8.516713076,8.010525578,8.787250863,8.567258732,8.492654567,8.520108936,8.396425707,8.715929289,8.782430249
217848_s_at,8.192210694,8.112917376,7.730042976,8.716715956,8.029563125,8.050607714,8.327653648,7.816094481,7.862420212,8.156711009,7.788335928,8.436438564,8.477849271,8.169761115,8.192819472,7.708410667,8.21189011,8.200041113,7.184856572,7.73896731,7.945023937,7.985314158,8.116775325,7.341419041,7.787133033,6.931764731
217852_s_at,7.87207398,7.984905564,8.369157113,7.997360458,7.850376306,7.662796863,7.850298382,7.835618787,7.802372835,7.770138777,8.277157772,8.018658392,7.819596125,8.036832108,7.898485357,7.711593741,7.711280367,7.75645216,7.883860893,7.793669274,7.512125889,7.672711362,7.63708973,7.34413749,7.736874621,7.912313266
217868_s_at,7.06757557,7.34903788,7.531016332,7.56755248,7.533426294,7.344072851,7.205709413,7.489356185,7.492425983,7.199454273,7.693755077,7.890657382,7.576660995,7.774729708,7.678465171,7.928045601,7.785263602,7.699208148,8.248162757,8.484380702,7.277938573,7.543379273,7.336481081,7.591407525,7.623055264,7.001973954
217869_at,6.70674008,6.955973851,6.86171134,8.292773827,6.551366009,6.886633782,6.954066182,6.968285779,6.78603952,7.005607679,6.500238067,7.044207402,7.17533668,7.076231429,7.216342312,7.162397497,7.189922171,7.370671351,7.248290678,6.356107661,7.148738748,6.333457232,6.875954966,6.665046572,6.005120874,6.442858587
217871_s_at,8.344124693,8.242071901,6.660319035,8.298041661,7.562577345,8.572211539,8.183760331,7.707916607,7.749753406,8.089635837,7.626911279,7.491980052,8.377011161,7.693071347,8.304964852,7.619233416,7.73517108,7.70746725,7.544596623,7.755467339,7.939194468,7.842396604,7.863612818,7.555748178,7.6599258,7.351158226
217873_at,7.900488399,7.777499328,7.3995204,7.328109,7.222930916,7.76225571,7.602151679,7.366192272,7.471192328,7.995036951,7.278145734,7.431891917,7.750011882,7.475735983,7.646640351,7.188639297,7.816658792,7.991321609,6.792793261,7.317477977,7.91855587,7.941188842,7.924072325,8.017373447,7.7879213,7.787589474
217874_at,7.672757897,7.66683064,7.38578908,7.88121998,7.442258366,8.242229891,7.501689674,7.044032897,7.510923046,7.874092528,6.731733835,7.906620894,7.994463663,7.670241938,7.706657897,6.750633523,7.546129434,7.848465415,7.487565774,7.794946703,7.840076828,7.651928218,7.702917385,7.410770481,7.796633703,7.335633982
217883_at,8.508495476,8.513727192,7.884199934,8.57491478,8.431591729,8.442038518,8.231775221,8.145288577,7.98616486,8.472091218,8.488238007,8.421783007,8.583448987,8.325281799,8.416355764,8.181888273,8.068810144,8.444063202,8.022798504,8.159775114,8.4484003,8.246512441,8.17861073,7.994834652,7.932254467,8.309061398
217927_at,8.839276691,8.844379591,8.028715971,8.791060275,8.531253875,8.522896894,8.65397679,7.908607723,8.345787836,9.009264039,8.569538932,8.218679333,9.1965558,8.509302139,8.627624827,7.884802389,8.418079789,8.762192164,7.788294473,8.269193264,9.149485724,8.86047079,8.540362693,8.37609035,8.125157504,8.288559597
217933_s_at,7.947890638,8.19836439,8.808488727,8.198446918,8.140403,7.890732224,8.200974461,9.092851043,8.546285866,8.617925011,7.450370225,8.056173089,8.393487652,8.349602599,8.608677882,6.400589616,8.232493334,8.205109131,7.467428208,8.342815994,8.181720455,8.192459784,8.616531611,7.154615357,8.926876059,8.261087302
217938_s_at,8.621571225,8.407846966,8.074306551,8.618160069,8.290292591,8.33648633,8.236473492,8.31913242,7.881899738,8.297917152,8.353803295,8.210124405,8.364741068,8.203933448,8.147982864,8.115341547,8.035570319,8.258629695,8.036088169,8.132794617,8.265032691,8.211347148,8.100859231,7.980365765,7.661244689,8.136810864
217945_at,7.30040529,7.406467835,7.062362997,7.830028083,7.53026538,7.376382962,7.258623396,7.480146258,7.23041832,7.724711745,7.313020367,7.035708643,7.474488535,7.375569012,7.305860033,7.3524411,6.998874872,8.132735866,6.975320465,6.774909366,7.33901808,7.236627278,7.016161153,7.269198835,6.839476438,7.867335359
217947_at,8.036896773,8.27364283,8.384872494,8.114354631,8.090003811,7.955460164,8.167522234,8.839131753,8.005133473,8.11599895,8.58198793,8.400704318,8.172587972,8.611484671,8.163314335,8.410476201,8.141917754,8.183844073,8.271804031,8.491034004,7.958821629,8.016350901,8.035440815,8.11826666,8.486960762,7.989729926
217950_at,8.117491443,8.094683649,7.393816788,7.432602144,7.549503896,8.876083679,7.858254182,7.445125458,7.84631618,7.884011592,7.594934688,8.057060682,7.721215625,7.803230871,8.045556229,8.092117038,8.197428601,7.80702192,8.196877728,8.250071629,7.577940848,7.84627706,7.930853479,8.03106018,7.884162268,7.650882392
217958_at,7.480653887,7.205189643,7.19548735,8.245016947,7.593172661,7.67971364,7.269338159,6.901133403,7.483188172,7.170350286,6.963189986,7.928369989,7.18379484,7.308877638,7.540143454,7.419560423,7.614608107,7.46221494,6.971011729,7.778755715,7.095395997,7.154146497,7.280903786,6.884589001,7.477943552,7.083807223
217962_at,6.742762704,7.328109,7.221762777,7.81395527,6.930201468,7.241724385,7.5120166,6.966212849,7.07572433,7.208896371,6.971011729,7.495430827,7.659029848,7.825045511,7.34187263,6.848323695,7.230128591,7.241437914,7.208452289,7.787838354,6.883462586,6.71003578,7.151093538,6.189905486,7.642140368,6.471263792
217969_at,7.711146034,7.649597381,6.969320635,7.699298781,7.249641405,8.062527335,7.704721788,7.697302954,7.004518947,7.273855664,7.569308588,7.991084711,7.438207044,7.050295966,7.395660219,7.971051223,7.364166955,7.517901213,8.124446856,7.626277766,7.38541701,7.283379545,7.022333184,7.756965595,7.250564537,7.023847998
217977_at,6.345987176,6.381816017,7.802045771,6.086092676,6.237933924,6.753671264,6.624861723,7.111593679,7.284683729,7.345171148,5.598792261,6.363200502,6.991636763,7.22744461,7.414693356,6.253636485,7.193385247,6.690842277,7.996990406,8.046869511,6.694933277,6.901234062,7.624423655,7.031564565,7.958087273,6.773080376
217979_at,7.065527963,7.340511247,7.095976068,7.532623619,7.560132547,6.461468176,7.28995176,7.628177102,7.11395611,7.688913337,6.501289671,7.034916425,7.939622169,7.604894481,7.192182059,7.687080156,6.808487277,7.162164912,7.455934489,7.787465011,7.640651879,8.198694459,8.124387612,7.679251426,6.756118104,6.94591774
217982_s_at,8.809340281,8.743276418,8.600467595,8.414118949,8.47428569,8.824324888,8.450262478,8.692959979,8.358947472,8.636716933,8.834788372,8.515151108,8.737500725,8.655022833,8.595708579,8.577441272,8.49633721,8.629449874,8.622543707,8.719023215,8.684908596,8.64486495,8.5547009,8.564515612,8.644512831,8.525895219
217983_s_at,7.884764746,7.749624143,8.635651555,6.000919706,6.644440563,7.471875194,7.782723891,8.452782662,7.936695894,7.95927596,8.066835314,7.303304722,7.864419905,8.392808412,8.166102626,7.474828902,8.076453175,7.893348168,6.306275287,8.346618371,8.037833934,8.067494024,8.255828427,8.388541303,8.61482794,8.038673402
217984_at,7.635593699,7.673037057,8.859136151,6.681983276,7.157190164,7.364610343,7.340511247,8.471756398,7.834075546,7.959625305,8.09318726,7.60090246,7.534228326,8.515371533,7.80962249,8.136225555,7.714989786,7.796921443,8.218220958,8.64160311,7.794370002,7.793009317,8.143517406,8.052328336,8.58772621,8.30538515
217992_s_at,7.06193453,7.921390484,8.10895424,6.101663339,6.554930058,7.95374005,7.546023798,7.527578795,7.196536747,7.82660274,7.829391697,7.27420232,7.686942532,7.718507702,7.611100285,7.082548569,6.984067962,7.69898153,8.586047387,7.934799956,7.612237969,7.509718754,6.712105292,8.037833934,7.218396756,8.104643044
217995_at,7.362899045,7.486052618,8.380846411,7.683357639,7.520397145,7.675128282,7.534495527,8.298813276,7.800408841,7.874510962,7.076569352,8.253826425,7.82264503,7.942362238,8.036864441,7.322510434,7.841610842,7.914873431,7.291247406,8.509362612,7.44594312,7.440205399,7.914581172,7.307001087,8.179592318,7.816618495
218007_s_at,8.174871882,8.314244347,8.496500568,8.522061323,8.074088519,8.512642854,8.13452622,7.654016595,8.062999917,8.494252044,7.842749996,8.260234292,8.512441922,8.419822891,8.292999088,7.895138011,8.097669726,8.356883584,8.079215222,8.633748807,8.325524082,8.19450551,8.413453584,7.75824803,8.547955153,8.203796651
218009_s_at,7.041849013,6.992464007,5.39906727,7.945732529,6.66440902,7.257848612,7.157268085,5.428468051,5.822454004,6.488140535,5.992963423,6.651054944,7.177400664,5.930918047,6.50068889,5.431098478,5.893851718,7.045166635,5.035002651,5.214392132,6.867037446,6.32022858,6.083587836,5.008633291,5.78751069,6.141607206
218011_at,7.537589853,7.553810852,7.027225779,7.474318307,7.243727391,8.284655654,7.480033417,7.478678327,7.363216173,7.794411206,6.966024187,7.558360236,7.867565165,7.66570657,7.642236323,7.423449034,7.58877927,7.72108262,6.992464007,7.873140891,7.851622267,7.523913418,7.789288921,7.479299638,7.790282381,7.267106638
218039_at,8.048756334,8.080980174,6.975226994,9.021223781,8.313263859,8.725036285,8.039995749,6.258050656,7.365496532,7.530962711,6.933812813,8.630271845,8.223305236,7.594984986,7.953599502,6.380461463,7.625399931,8.27832668,7.188865806,6.863594383,7.71810755,7.545918151,7.436617265,5.981666705,7.069448868,6.490268196
218041_x_at,7.499367949,7.691839455,7.051855623,7.278490907,6.883462586,7.086737935,7.334002926,7.379632153,6.821216518,7.237562496,8.015723663,6.861606623,7.720905252,7.460662903,7.144801735,6.384350873,6.775366091,7.03500448,5.573294067,6.47866324,7.295599378,7.323368718,7.148109867,7.022778956,6.653507983,6.925202193
218050_at,7.688226288,7.744613117,7.117854117,6.655697718,7.176560296,7.155942601,7.474034531,7.055485391,7.255379387,7.492370253,7.865303111,6.526055524,7.759272796,7.240721376,7.363913501,6.875541957,7.032094553,7.353338134,7.345945692,6.681983276,7.845533492,7.637523643,7.555695867,7.737223707,7.103486523,7.810312131
218053_at,8.314685254,8.45512628,8.603040558,8.684908596,8.872431103,8.518332542,8.174787386,8.500372514,8.27964641,8.284781826,8.69513852,8.404539478,8.354227103,8.289137596,8.011985093,8.669725419,8.210912566,8.499823203,8.741871564,8.131089437,8.263384226,8.225449549,8.334447545,7.94827931,8.496745556,8.4678979
218059_at,7.789992724,7.751518328,7.609168204,7.921281609,7.732851351,7.417280057,7.90514662,7.261786732,7.715569535,7.976011448,7.535083119,6.895783907,8.189105704,7.702736765,7.739010862,7.161389237,7.569360192,7.999242243,6.609484005,7.378196313,8.081103914,7.916880401,8.083822314,7.561693746,7.198781753,7.395660219
218067_s_at,8.183146012,8.239646251,7.486669365,8.069029329,8.152399667,8.550511907,7.825125428,7.867794918,7.997932089,7.748934458,8.100373867,7.390119698,8.140082277,7.674245854,7.971430998,7.827639546,7.911104053,8.045363897,7.798728203,7.544437923,8.314562799,8.010724728,7.998906469,8.062873917,8.26495548,8.332019571
218085_at,7.429580188,7.499755278,7.944066541,6.856461985,7.142590219,7.670241938,7.282692449,6.716957904,7.935336907,7.808079217,6.934494576,6.978027332,7.455876687,7.244727391,7.707062655,6.612847161,7.435850914,7.44623498,7.221543599,7.771151435,7.74971032,7.65832195,8.055887624,7.373939122,8.117342294,8.240015752
218091_at,7.400925968,7.333937629,7.859837775,7.300877864,7.495708597,6.883462586,7.186976661,8.166074213,6.928733685,6.958923566,8.100070396,7.500308344,7.388204166,7.326860273,7.14219479,7.317212408,6.947841003,6.948993187,7.284683729,7.471988959,6.974011075,6.84011863,6.881308629,6.72659305,7.064246076,7.527363556
218101_s_at,8.011620414,7.940904175,7.316282361,8.213463035,7.790116873,7.88427526,8.036638091,7.563563974,7.721570219,8.001288022,7.392832233,7.83960435,8.255906346,7.718018606,8.025614485,7.317809839,7.698074541,8.042217221,7.246581885,7.682344188,8.148676987,7.797660967,7.796387003,7.517140343,7.595035281,7.437265258
218109_s_at,7.232660879,7.158591815,8.131560122,6.82513425,6.991820654,6.88397475,7.034828362,8.000181809,7.532355917,7.675546003,6.810473156,6.804281871,7.472443893,7.641948429,7.267804524,6.802616961,7.227807731,7.349166514,7.663783358,7.621636026,7.355960541,7.522292059,7.381439626,7.557264003,7.708680052,7.224753406
218140_x_at,7.259749284,7.368844291,6.609618749,8.148358907,7.504171271,7.040623952,7.607530446,6.299133053,6.646780049,7.422553004,6.776849009,7.254743457,7.92822583,6.699130814,7.088909488,6.610561446,7.004064959,7.270938995,6.250747145,6.701714636,7.923855146,7.251203129,7.394616025,6.668101176,6.400589616,6.478970366
218171_at,7.780887957,7.890844476,7.623690821,7.069874128,7.417159894,7.936588673,7.46313353,7.242225513,7.649502129,8.100555906,7.804659297,7.457089824,7.813389431,7.534388655,7.635593699,7.434257382,7.589436981,7.886344525,7.50714108,7.428154925,7.70876983,8.017076686,7.964989863,7.770392038,7.648501438,8.047925291
218194_at,7.583705435,7.709128865,6.910351905,8.400029964,7.893236196,7.784764496,7.723075843,6.97148097,7.325544137,7.859104227,6.991912587,7.715435776,8.130589091,7.271842683,7.924759747,7.281660918,7.689233798,7.85154444,7.234537865,7.513108959,7.921789591,7.70332366,7.964190489,7.381315078,7.529943371,7.222127967
218200_s_at,8.492265051,8.626442137,8.281850533,8.75609985,8.279291269,8.763803238,8.401827232,8.66297178,8.248973819,8.696510239,8.381258914,8.773508428,8.739920656,8.688773938,8.467813854,8.672794248,8.370454971,8.601056284,8.641885635,8.807531732,8.648975555,8.498927383,8.344481313,8.307360654,8.542295476,8.400547009
218203_at,7.533158807,7.472500745,6.596463341,7.828077872,7.588222406,7.281592112,7.667017862,6.969320635,7.187959462,7.542266484,7.320460779,7.297294237,7.84043104,7.33823815,7.530104388,7.160768264,7.4020856,7.411254127,6.324000475,7.133455559,7.987116788,7.332500002,7.322972679,6.819907188,6.610292195,6.911647694
218205_s_at,8.019744365,8.109916443,8.878594946,8.382037623,8.330381569,8.749684912,8.408181574,8.747495061,8.300006861,8.377126203,9.254558194,8.765427325,8.301496841,8.566230944,8.301422394,9.147869046,8.340599201,8.291396123,9.467900809,8.739264168,8.128732682,8.230763668,8.291270783,8.447457187,8.447950289,8.640153911
218213_s_at,8.621048575,8.585337703,8.092239407,9.209640127,8.899949052,8.611830418,8.650989549,8.256840902,8.421783007,8.716879766,8.113726086,8.756304576,8.90501015,8.454487656,8.662625981,8.38596771,8.444428931,8.665406279,8.56902634,8.656381056,8.842604481,8.436828765,8.770408035,7.97783091,8.46288483,8.161860204
218226_s_at,7.541311678,7.851155213,7.40671073,8.263255325,7.868254266,7.66711146,7.817142235,7.479412562,7.594632847,7.733377044,7.360421989,7.785970242,8.019514105,7.764465843,7.922949726,7.515616865,7.713382571,7.949832489,7.260311754,7.920882298,7.662185688,7.445008595,7.721348613,7.16177715,7.7329828,7.313753578
218231_at,5.730099783,5.84151337,8.229404447,5.495937961,5.740114404,6.222377836,6.652604932,6.684111603,7.850493181,7.546393474,6.029723259,6.226339021,6.896087474,7.622761794,7.534548959,6.207180583,7.581107832,7.110369539,6.108580694,8.2204031,6.950144045,7.392031568,7.875955116,7.386408889,8.528647341,7.379756911
218233_s_at,8.595375708,8.714748129,8.390677134,9.180427407,8.640472208,8.680382896,8.456338543,8.902972465,8.357845698,8.543406598,8.621967535,8.910261779,8.702044878,8.621427073,8.504189002,8.911327683,8.523513178,8.693681099,8.881558489,8.987021805,8.517393171,8.457719157,8.508192809,8.369713544,8.624557698,8.274382504
218237_s_at,8.211347148,8.177712434,7.345493948,8.602526495,8.337420384,7.990407548,7.90208055,7.306464283,7.896180609,7.847840659,8.274586455,8.322491314,8.273055804,7.917900586,7.982552903,8.301472026,8.230124264,8.066803936,7.982723572,7.608821025,8.297892248,8.229217743,8.246722156,8.155936338,7.680360381,8.106303396
218243_at,7.468170747,7.172040774,7.218396756,7.859606186,7.692204618,6.956450201,6.832816192,8.157284453,7.355896661,7.008324334,6.460373828,7.587259821,6.812894998,6.875438678,6.810583367,7.355001921,7.271356183,6.928831605,7.04193646,7.817987696,6.794698557,6.805057881,6.826436758,6.980354971,7.351799869,6.863280789
218280_x_at,7.000152128,6.845454253,7.753966835,6.922052584,6.709182382,6.488596844,6.649243584,7.145274996,7.477321398,7.151563831,7.170504085,7.148031229,7.04455632,7.74105563,7.231214643,7.044294643,7.117367696,6.638175042,6.313729189,8.061392225,7.028201432,7.067149331,7.521696901,6.83400109,7.947148208,7.870051349
218350_s_at,7.506317017,7.592668655,6.157826084,8.529101999,7.903411566,7.792679175,7.762978791,5.818300928,6.955878554,7.124236687,6.377237022,7.950608175,7.884463552,7.017506143,7.691656823,6.096274911,6.970354421,7.513927446,5.793623179,5.974318388,7.165802546,7.17065786,6.802950165,5.176149733,6.225745843,5.951683677
218357_s_at,7.875651257,7.998973633,7.717974131,8.016515899,7.571422154,8.575330015,8.118832785,7.777415513,7.858292836,7.60414719,7.004700485,7.829590611,8.193649026,7.817786461,8.172926658,7.297429701,7.829431483,8.041734711,7.862497197,8.042378005,7.960358533,7.396028498,7.84850445,7.186598403,7.823045511,7.455067111
218358_at,8.223814926,8.159632141,7.078931625,8.568703462,8.195747489,7.919428915,8.245121966,7.42285177,7.646544817,8.64319128,7.516433303,7.172654789,8.687813218,7.476698856,8.207210975,6.883052666,7.814722683,8.199409236,6.124464549,7.569256982,8.748701659,8.152486076,8.419139251,7.04507947,7.480146258,7.70210434
218454_at,6.826545224,7.092739953,9.004594598,5.455321115,6.867974409,6.564137574,7.381999902,8.46812899,8.111628078,8.318864196,7.569721342,6.899420642,8.405859315,8.559179308,8.354650732,7.803475889,8.162259588,8.358689719,8.225074626,9.341649297,8.049203533,8.181804368,8.733529627,8.035052202,9.070744916,8.053410174
218467_at,8.178666847,8.165932137,8.071624581,8.419051005,8.045620332,8.200150964,8.046325189,8.013905751,7.894541752,7.938017347,7.983815163,8.383776078,8.130235755,8.110847696,8.143778923,8.113007265,7.919574349,8.14145192,7.631092131,8.027672334,7.788874688,7.878306898,7.940832995,7.623153068,7.910003499,7.875347305
218493_at,6.902742737,7.144959514,5.92157842,7.689142248,7.033682836,7.941829047,7.301350215,6.301702805,6.525909036,7.057467552,6.141607206,7.555381944,7.250280587,6.54405572,7.29424142,6.577444024,6.795034409,7.046734306,4.754451889,6.506829851,6.891524266,6.999057437,6.842042736,5.914583503,6.339123973,5.649678216
218501_at,7.431655062,7.476019277,7.948985599,7.182883885,7.474204806,7.642284297,7.531230786,7.350965653,7.913630741,7.834669382,7.16348218,7.877473027,7.125363539,7.415295512,7.723031593,7.42470213,7.765441847,7.778672005,7.625692628,7.813834046,7.274271637,7.706612914,7.77552781,7.204595289,7.821482728,8.105820669
218543_s_at,7.250848406,7.732237692,8.831668108,6.921658184,7.359785856,7.627885131,7.397622808,7.588931088,8.244911916,8.268064943,7.381688677,7.39178508,7.481893673,7.472841789,7.770307624,7.120363528,7.600452358,7.301754909,8.173688283,8.249914873,7.251557727,7.591558945,8.368298674,7.463993942,8.354838954,8.578626898
218559_s_at,7.211778111,7.485828252,8.517173191,6.152519906,6.642747524,6.572981599,7.680360381,8.709844545,7.133535352,7.050382677,8.2696801,7.525154682,7.742488824,8.520268458,7.474375053,7.862458705,7.558099337,7.587513222,7.89904216,8.542626993,8.008498629,6.823286122,6.346513169,7.680960552,8.380319075,8.153896371
218571_s_at,8.099888269,8.212107212,8.127256885,8.28050837,8.018493747,8.431177682,8.054014221,7.924723579,7.920628109,8.307631981,7.543591093,8.408315386,8.423651447,7.919319826,8.225904623,7.799384398,8.060192654,8.273744887,8.194395037,8.346096401,7.771994534,8.160946727,8.165022374,8.100040044,8.383684656,8.123676417
218611_at,7.262488339,7.391661813,7.798440982,6.100094712,6.832492794,7.249783481,7.155240162,7.670101976,7.490361884,7.214210037,8.090923154,7.03676396,7.600752448,8.03815689,7.492704589,7.579729894,7.25939758,7.184553335,7.640651879,8.085486772,7.676890806,7.291042942,7.182428097,7.906031446,8.031937844,7.849089781
218618_s_at,7.081372395,7.182428097,7.471704521,7.660114319,8.144650155,6.50323972,7.47692528,7.041149162,7.504171271,7.421596352,6.883462586,6.960727164,7.684737965,7.361566008,7.49415209,6.9809128,7.446001498,7.492203043,6.318968114,6.4887489,7.634143793,6.873474345,7.476642242,6.365438988,6.901133403,7.17065786
218648_at,8.237214703,8.147288259,7.5199093,7.570237045,7.63896866,7.724314069,7.546499071,7.326860273,7.500418921,7.8326489,8.052328336,7.308676747,7.747121769,7.328962494,7.893310845,7.676380921,7.789578782,7.69802917,8.021912779,7.652783081,7.836211708,7.724048864,7.855040675,7.819395213,7.385603062,7.914946482
218662_s_at,6.121395717,6.734234878,5.015291106,8.187466155,7.215019366,6.983697283,6.418528055,4.623010104,5.838895948,6.105685691,4.997212274,7.144880628,6.69937718,5.471429984,6.394760638,4.705920089,6.041919991,6.9170123,4.901564199,5.086978861,6.008075813,5.986200717,5.728800238,3.777348102,5.161351511,4.178992036
218723_s_at,6.668736379,6.703556144,5.278114659,6.417385664,6.428589808,6.347214063,6.720099521,8.272493977,5.87155425,6.057252288,8.706804778,7.378008877,7.061334367,8.175660171,6.380122537,7.674663943,6.61526165,6.333989855,6.314996272,6.357495586,7.162009825,6.506082969,6.261491684,7.226936018,6.443176906,7.10799861
218764_at,7.997494989,7.87359779,7.296413269,7.000972361,7.496208388,8.042506614,7.72001794,6.837118199,7.402939207,7.581821572,8.363132508,8.248895358,7.483131924,7.734558844,7.783057336,8.108803812,7.838185574,8.011719885,7.216929727,7.619184323,7.765144903,7.770856182,7.484761824,7.892638802,7.537163619,8.341457897
218805_at,7.510430556,7.571731082,6.739573286,6.737796981,6.284693706,7.187430381,6.938090479,5.797576354,7.274825999,7.471306171,6.037632228,6.809370377,6.412474867,6.284880151,7.359403983,6.801171794,7.785804019,7.105457938,7.352697478,7.753323072,7.057209232,7.501082124,8.034436588,7.396151228,8.023781724,7.290292882
218845_at,7.507305811,7.646258161,7.654917048,8.0850247,7.511087155,7.696348994,7.742184984,8.213815247,7.508074197,7.857209957,7.397929115,7.530801832,7.547923535,7.599601614,7.434493621,8.139994789,7.497151759,7.571422154,8.20281116,8.27392346,7.714052557,7.673083577,7.703459048,8.081969661,7.883484047,7.668654562
218871_x_at,7.619380681,7.736787331,7.96669075,6.810362933,7.560497045,7.883785535,7.231287004,8.05993993,7.575430794,7.200574136,7.848153086,7.459799619,7.333611077,7.727579162,7.144801735,7.742402022,7.534388655,7.545495452,8.075333772,7.743919966,7.256650036,7.239860853,7.255308748,7.583552821,7.810920244,7.81859116
218875_s_at,7.149445768,6.766767586,5.517854422,7.642811863,7.490194338,7.837080689,7.27704038,5.27094617,6.599189996,6.589201543,5.714062784,7.244084648,7.259045753,6.772164625,7.28954226,5.053694784,6.66949809,7.189997583,5.145166187,5.410752796,6.691339048,6.361302478,6.515601185,4.682131227,5.23324537,5.969730055
219014_at,7.921354193,8.643173647,9.134376833,6.943508449,7.826004093,7.529567562,8.317009044,8.578194213,8.646975063,9.042950776,7.500418921,7.507470515,8.972971113,9.025046402,8.693362529,7.371803711,8.176250979,8.477537184,8.001221013,9.021743164,8.44070084,8.553525121,8.96889282,8.070781081,8.99538818,8.728231772
219117_s_at,8.828992101,8.912284679,8.00653422,9.866553822,9.396164122,8.630343289,8.833112805,8.251168235,8.562587119,8.839392626,8.663248333,8.814731531,9.124619072,8.237452833,8.645621586,8.54469162,8.675990203,8.77780207,7.975530282,8.760155056,9.111933402,8.580862585,8.802402208,7.772120938,8.456125972,8.896533328
